Zipcode,Population,Median age,Under 18(%),18 to 64(%),65 and over(%),Male(%),Female(%),White(%),Black(%),Native(%),Asian(%),Islander(%),Two plus(%),Hispanic(%),Per capita income (USD),Median household income (USD),Below poverty line(%),Mean travel time to work (Minutes),Drove Alone (%),Carpooled (%),Public Transit (%),Bicycle (%),Walked (%),Other (%),Worked at home (%),Number of households,Persons per household,Married (%),Single (%),Number of housing units,Occupied housing (%),Vacant housing (%),Owner Occupied (%),Renter Occupied (%),Median housing value,Moved Since Prev Year(%),Same House Prev Year(%),No Degree(%),High School(%),Some College(%),Bachelor's(%),Post-grad(%),Foriegn Born Population(%),Europe(%),Asia(%),Africa(%),Oceania(%),Latin America(%),North America(%),Case Counts,Death Counts,Death Counts(Per 1000),Case Counts(Per 1000)
54457,7592,53.7,18.76,51.82,29.43,50.57,49.43,91.57,1.03,0.92,0.24,0,1.55,4.69,35432.0,57978.0,7.93,26.15,80.6,8.54,0.16,0.16,0.77,3.21,6.55,3504.0,2.16,61.1,38.9,5966.0,58.73,41.27,88.41,11.59,143900.0,7.19,92.81,9.58,37.47,33.54,13.94,5.47,2.2,14.37,10.78,22.75,0,52.1,0,2382.0,35.0,4.610115911485774,313.7513171759747
54458,104,38.3,29.81,47.12,23.08,49.04,50.96,100.0,0,0,0,0,0,0,32089.0,61250.0,0,15.09,80.7,3.51,0,1.75,14.04,0,0,42.0,2.48,54.22,45.78,46.0,91.3,8.7,88.1,11.9,114100.0,0,100.0,6.06,36.36,22.73,27.27,7.58,0,0,0,0,0,0,0,34.0,1.0,9.615384615384617,326.9230769230769
54459,1218,48.9,17.0,60.92,22.09,56.32,43.68,93.35,3.28,0.49,0,0,0.49,1.81,29009.0,52803.0,10.62,35.13,79.64,11.15,0.32,0,2.58,0.57,4.68,544.0,2.23,63.14,36.86,993.0,54.78,45.22,89.52,10.48,111800.0,7.91,92.09,11.69,42.71,26.89,13.55,5.17,0.66,37.5,0,0,0,62.5,0,247.0,3.0,2.4630541871921183,202.79146141215108
54460,2757,40.1,27.31,53.25,19.44,49.95,50.05,95.36,0.15,0.11,0.18,0,1.74,2.47,26371.0,49783.0,12.43,23.8,66.28,13.24,0.17,1.33,5.16,0.75,13.07,986.0,2.63,58.04,41.96,1118.0,88.19,11.81,81.03,18.97,107900.0,13.5,86.5,18.83,36.2,32.47,9.39,3.11,1.38,26.32,0,0,5.26,68.42,0,611.0,15.0,5.4406964091403704,221.6177003989844
54462,425,52.1,15.53,60.94,23.53,43.53,56.47,97.41,0,0,0,0,2.59,0,30163.0,51250.0,8.0,38.05,70.5,6.5,0,0,2.5,0,20.5,200.0,2.12,67.12,32.88,453.0,44.15,55.85,89.5,10.5,154300.0,4.47,95.53,18.98,36.75,28.92,14.16,1.2,0,0,0,0,0,0,0,89.0,0.0,0.0,209.41176470588235
54463,567,52.1,12.35,56.44,31.22,52.03,47.97,95.41,0,4.41,0.18,0,0,0,32458.0,47500.0,11.99,34.67,76.96,10.14,0,0,1.84,1.38,9.68,290.0,1.96,60.67,39.33,1057.0,27.44,72.56,83.79,16.21,207700.0,6.93,93.07,6.36,30.72,40.68,18.01,4.24,1.76,40.0,10.0,0,0,0,50.0,164.0,1.0,1.763668430335097,289.2416225749559
54480,1396,34.1,29.94,54.66,15.4,49.36,50.64,94.99,0,0,0.79,0,0.36,3.87,24362.0,56786.0,9.19,19.61,76.78,7.55,0,0,2.03,2.03,11.61,538.0,2.59,59.11,40.89,583.0,92.28,7.72,77.14,22.86,129000.0,18.34,81.66,7.72,52.28,26.08,10.29,3.63,1.58,0,0,0,0,100.0,0,336.0,4.0,2.865329512893983,240.68767908309454
54481,28166,29.6,15.72,70.13,14.14,49.51,50.49,88.27,1.3,0.04,4.79,0,2.41,3.19,26370.0,49600.0,17.45,16.7,71.45,8.87,1.27,2.11,9.46,1.16,5.68,11374.0,2.2,35.05,64.95,12098.0,94.02,5.98,57.08,42.92,153200.0,26.01,73.99,6.19,27.09,28.49,26.91,11.32,4.84,5.94,70.29,2.57,0,13.94,7.26,7210.0,63.0,2.2367393311084287,255.98239011574236
54482,10717,44.9,17.85,62.04,20.11,51.9,48.1,90.96,0.31,0.14,2.6,0,1.16,3.91,42585.0,71726.0,5.88,17.36,83.21,6.54,0,0.34,0.63,0.92,9.1,4739.0,2.25,56.75,43.25,4851.0,97.69,2.31,74.91,25.09,192400.0,8.01,91.99,4.83,32.88,29.82,22.2,10.27,4.19,18.93,49.44,0,3.56,26.95,1.11,2238.0,35.0,3.2658393207054215,208.8270971353924
54484,5349,40.8,24.42,60.48,15.11,50.31,49.69,90.02,0.15,0,0.32,0,6.06,3.14,33939.0,59874.0,7.0,23.4,73.91,9.01,0.07,0,2.16,0.32,14.06,2272.0,2.35,63.44,36.56,2347.0,96.8,3.2,85.52,14.48,201100.0,5.58,94.42,8.31,35.02,37.31,13.95,5.41,2.71,7.59,10.34,0,0,78.62,3.45,1286.0,11.0,2.0564591512432226,240.41876986352588
54485,268,61.8,10.82,57.46,31.72,52.61,47.39,100.0,0,0,0,0,0,0,28162.0,43750.0,3.77,26.35,53.72,33.06,0,0,4.96,0,8.26,131.0,2.05,72.73,27.27,290.0,45.17,54.83,96.95,3.05,168800.0,20.52,79.48,13.56,37.71,20.76,16.95,11.02,0,0,0,0,0,0,0,80.0,0.0,0.0,298.5074626865671
54486,1851,51.4,14.15,60.83,25.01,49.0,51.0,92.49,0,2.0,3.13,0,0.27,2.11,29860.0,50948.0,12.64,27.02,77.97,7.45,0,0,7.56,0.97,6.05,878.0,2.11,51.66,48.34,1121.0,78.32,21.68,83.26,16.74,117800.0,6.89,93.11,9.87,48.46,26.54,11.99,3.14,0.32,16.67,66.67,0,0,0,16.67,491.0,10.0,5.4024851431658565,265.26202052944353
54487,9337,51.9,16.66,58.17,25.17,49.27,50.73,94.55,0.4,0.88,0.37,0,1.84,1.96,32703.0,61875.0,7.99,25.85,84.02,5.11,0.5,0.19,3.0,0.5,6.68,4225.0,2.17,61.1,38.9,7552.0,55.95,44.05,84.36,15.64,172500.0,9.12,90.88,7.47,34.04,36.04,16.26,6.2,0.72,43.28,43.28,5.97,0,0,7.46,2163.0,72.0,7.711256292170933,231.65899111063513
54488,1162,36.8,25.3,62.91,11.79,54.3,45.7,94.41,1.29,0,0.17,0,1.55,2.58,26404.0,47083.0,7.67,19.91,75.67,7.27,0,0.32,3.48,1.42,11.85,494.0,2.35,64.54,35.46,511.0,96.67,3.33,78.14,21.86,121400.0,8.43,91.57,17.29,38.97,32.9,7.35,3.48,0.34,25.0,0,0,0,75.0,0,248.0,3.0,2.581755593803787,213.42512908777968
54538,2991,44.6,20.86,53.76,25.38,50.32,49.68,35.57,0.3,59.85,2.21,0.17,0.2,1.44,23778.0,38333.0,23.48,17.08,70.07,5.27,0.42,0,1.76,0.27,21.74,1446.0,2.01,44.87,55.13,3146.0,45.96,54.04,57.75,42.25,179600.0,5.36,94.64,11.2,33.47,32.97,13.64,8.72,1.17,20.0,45.71,0,0,17.14,17.14,717.0,8.0,2.6746907388833163,239.71915747241727
54539,1261,57.9,11.26,51.39,37.35,48.77,51.23,93.66,1.82,1.11,0.4,0,1.03,1.51,41025.0,61696.0,7.14,30.44,84.25,7.36,0,0,0.61,0.48,7.36,587.0,1.96,58.82,41.18,1664.0,35.28,64.72,93.53,6.47,198000.0,13.42,86.58,5.96,26.42,39.72,15.78,12.11,0.32,100.0,0,0,0,0,0,331.0,10.0,7.9302141157811255,262.4900872323553
54540,880,58.2,11.59,60.34,28.07,52.95,47.05,90.68,0,0.57,0,0,5.23,3.52,32857.0,46964.0,11.25,20.63,82.34,2.56,0,0,7.98,0,7.12,448.0,1.96,67.26,32.74,1762.0,25.43,74.57,80.58,19.42,225000.0,9.84,90.16,3.84,24.83,37.45,20.71,13.17,2.84,68.0,0,0,0,32.0,0,186.0,1.0,1.1363636363636362,211.36363636363637
54541,1392,45.1,20.55,58.84,20.62,44.4,55.6,80.1,4.17,6.61,1.36,0,4.38,3.38,24175.0,46467.0,20.04,18.92,75.4,17.29,0.71,0,3.57,1.25,1.78,521.0,2.41,50.31,49.69,902.0,57.76,42.24,76.2,23.8,135300.0,14.42,85.58,9.9,44.61,29.82,9.58,6.09,1.22,11.76,88.24,0,0,0,0,391.0,13.0,9.339080459770116,280.89080459770116
54542,500,52.9,13.0,56.2,30.8,50.0,50.0,79.2,0,5.2,0,0,15.6,0,27760.0,33897.0,11.4,29.94,80.9,2.51,0,0,4.02,0,12.56,239.0,2.09,56.78,43.22,1176.0,20.32,79.68,93.31,6.69,116500.0,5.0,95.0,13.81,38.11,32.74,10.49,4.86,0,0,0,0,0,0,0,82.0,1.0,2.0,164.0
54545,859,61.1,11.06,50.99,37.95,51.11,48.89,92.67,0,0.35,0,0,3.49,3.49,42840.0,61250.0,8.07,29.06,84.43,9.02,0,0,0.82,0,5.74,475.0,1.81,62.73,37.27,1457.0,32.6,67.4,75.79,24.21,483300.0,3.26,96.74,2.45,23.78,29.62,27.17,16.98,0.7,100.0,0,0,0,0,0,165.0,6.0,6.984866123399302,192.08381839348078
54546,1084,52.5,18.08,57.56,24.35,49.72,50.28,93.82,0,1.01,0.55,0,1.38,3.23,27124.0,47386.0,9.91,24.78,82.08,9.06,0.58,0,5.97,0,2.31,513.0,2.06,54.97,45.03,859.0,59.72,40.28,80.9,19.1,84500.0,11.05,88.95,4.78,36.48,42.58,13.16,2.99,0.55,0,100.0,0,0,0,0,235.0,6.0,5.535055350553505,216.78966789667896
28777,10546,43.9,14.74,67.02,18.24,60.8,39.2,82.52,5.77,1.39,0.36,0,1.74,8.22,21966.0,49713.0,13.49,19.23,77.68,15.38,0,0,2.65,0.19,4.1,3614.0,2.24,49.06,50.94,4700.0,76.89,23.11,78.86,21.14,163100.0,13.98,86.02,15.1,31.96,34.09,13.32,5.54,5.95,11.31,8.76,3.82,2.55,58.12,15.45,1310.0,14.0,1.3275175421960932,124.21771287692016
28719,7404,36.2,25.63,59.09,15.28,49.55,50.45,13.28,1.03,74.51,2.81,0,4.48,3.89,20509.0,43490.0,18.57,14.5,90.03,2.49,0,0,0.78,1.17,5.53,2822.0,2.57,42.1,57.9,3523.0,80.1,19.9,72.61,27.39,116700.0,13.1,86.9,17.01,36.3,32.96,9.52,4.2,2.32,0,43.02,0,0,56.98,0,844.0,9.0,1.2155591572123177,113.99243652079957
28667,363,34.6,29.75,58.95,11.29,52.62,47.38,81.54,0,0,0,0,0,18.46,23136.0,35714.0,17.36,18.53,87.65,11.11,0,0,0,0,1.23,156.0,2.33,34.71,65.29,245.0,63.67,36.33,60.9,39.1,80300.0,14.89,85.11,26.98,50.23,14.42,4.65,3.72,3.58,0,0,0,0,100.0,0,39.0,0.0,0.0,107.43801652892563
28658,27818,41.7,21.38,60.04,18.57,48.45,51.55,71.64,8.21,0.27,2.26,0,4.2,13.01,26937.0,55442.0,10.8,21.77,82.19,8.4,1.41,0,0.48,0.41,4.23,10786.0,2.5,49.33,50.67,11623.0,92.8,7.2,72.48,27.52,133100.0,14.43,85.57,14.19,32.29,35.07,13.19,5.25,5.14,6.78,9.57,0.56,0,80.85,2.24,2808.0,37.0,1.3300740527715866,100.94183622115177
28646,393,52.8,16.03,49.62,34.35,54.71,45.29,92.88,0,0,0,0,0,7.12,57717.0,67163.0,0.25,12.62,62.94,1.02,0,0,0,0,36.04,171.0,2.3,76.42,23.58,1335.0,12.81,87.19,76.02,23.98,400000.0,14.25,85.75,0,35.46,26.84,18.53,19.17,3.56,92.86,0,0,0,0,7.14,59.0,1.0,2.544529262086514,150.12722646310434
28637,1392,46.1,17.82,60.63,21.55,51.8,48.2,84.12,6.39,0,0.79,0,3.16,0,26962.0,40994.0,17.67,19.13,94.03,1.16,0,0,0,5.53,1.66,647.0,2.15,57.66,42.34,724.0,89.36,10.64,71.25,28.75,143100.0,9.12,90.88,17.45,40.41,28.35,6.08,7.71,0.72,0,0,0,0,100.0,0,264.0,3.0,2.155172413793103,189.65517241379308
28631,1175,34.5,39.4,41.62,18.98,45.96,54.04,97.62,0,0,0,0,0,2.38,17272.0,33532.0,24.51,23.21,74.19,25.81,0,0,0,0,0,424.0,2.72,67.98,32.02,790.0,53.67,46.33,66.75,33.25,166800.0,3.32,96.68,16.13,36.07,37.39,4.11,6.3,1.96,0,0,0,0,100.0,0,59.0,0.0,0.0,50.212765957446805
28601,50265,41.0,20.45,61.65,17.91,48.8,51.2,75.65,7.01,0.04,5.15,0,2.32,9.82,33198.0,55856.0,13.15,21.29,82.3,9.22,0.45,0,1.39,2.83,3.82,20473.0,2.39,50.89,49.11,22611.0,90.54,9.46,67.0,33.0,177800.0,14.17,85.83,11.07,24.8,31.65,21.02,11.46,8.04,9.19,34.64,0.74,0.62,54.02,0.79,5215.0,77.0,1.5318810305381478,103.75012434099273
28586,7185,41.3,19.6,60.42,19.99,47.81,52.19,63.92,30.54,1.06,0,0,1.89,2.59,21159.0,39044.0,19.32,26.42,78.01,12.4,0,0,1.74,2.61,5.25,2981.0,2.31,56.91,43.09,3458.0,86.21,13.79,74.04,25.96,107800.0,10.23,89.77,16.22,35.89,41.51,4.66,1.71,1.61,34.48,4.31,0,0,61.21,0,964.0,6.0,0.8350730688935283,134.16840640222685
28519,299,39.3,25.75,52.17,22.07,44.82,55.18,73.91,10.7,0,0,0,0,15.38,30853.0,45750.0,24.75,25.25,100.0,0,0,0,0,0,0,145.0,2.06,45.05,54.95,183.0,79.23,20.77,79.31,20.69,128100.0,13.75,86.25,7.98,23.94,32.39,30.05,5.63,3.68,0,0,0,0,100.0,0,34.0,1.0,3.3444816053511706,113.7123745819398
28463,8732,44.1,15.63,64.2,20.17,54.97,45.03,59.4,29.2,1.08,0.24,0,2.36,7.33,20847.0,30053.0,28.57,35.39,81.86,10.63,0,0,1.19,0.39,4.7,2979.0,2.38,36.84,63.16,3558.0,83.73,16.27,74.45,25.55,76800.0,15.15,84.85,23.37,40.18,27.99,4.44,4.02,2.49,2.76,4.15,4.15,0,88.94,0,1357.0,27.0,3.092075125973431,155.4054054054054
28453,3937,34.4,26.14,61.75,12.12,49.68,50.32,30.12,28.19,1.83,0,0,0.38,39.45,18515.0,41227.0,25.65,25.22,75.12,13.12,0,0.06,0,0.03,9.42,1330.0,2.95,52.21,47.79,1718.0,77.42,22.58,75.64,24.36,72700.0,11.7,88.3,29.68,29.14,24.02,14.55,2.62,18.69,0.14,0,0,0,99.86,0,455.0,6.0,1.524003048006096,115.57023114046228
28447,1941,41.9,17.62,67.75,14.63,45.49,54.51,37.25,24.73,0,0,0,0.46,37.56,33047.0,41466.0,23.18,21.92,72.39,27.61,0,0,0,0,0,544.0,3.33,33.4,66.6,711.0,76.51,23.49,80.33,19.67,151300.0,2.88,97.12,26.14,26.14,30.98,7.27,9.47,25.14,2.05,0,0,0,97.95,0,141.0,0.0,0.0,72.64296754250387
28432,1371,50.2,20.28,54.34,25.38,46.02,53.98,85.63,14.37,0,0,0,0,0,22625.0,57750.0,11.82,24.31,98.16,0,0,0,1.84,0,0,524.0,2.62,51.01,48.99,727.0,72.08,27.92,89.12,10.88,81600.0,11.74,88.26,28.08,31.41,32.88,4.7,2.94,0,0,0,0,0,0,0,198.0,3.0,2.1881838074398248,144.42013129102847
28398,8856,34.7,30.52,54.52,14.96,47.52,52.48,25.3,34.78,0,0.03,0.44,5.48,33.76,16323.0,32585.0,12.84,22.68,76.9,16.13,0.08,0,3.23,0.2,2.64,2922.0,3.0,44.44,55.56,3482.0,83.92,16.08,57.56,42.44,78200.0,14.18,85.82,25.62,33.14,31.39,5.82,4.03,21.74,0,0.16,0.21,0,99.64,0,783.0,23.0,2.5971093044263776,88.41463414634146
28386,5936,36.2,25.99,61.57,12.43,41.39,58.61,8.83,10.14,53.62,0.08,0.22,3.23,23.69,17652.0,31095.0,33.5,25.34,87.65,11.23,0,0,0.94,0.19,0.14,2089.0,2.83,45.16,54.84,2382.0,87.7,12.3,77.6,22.4,53700.0,5.48,94.52,29.31,36.81,25.86,5.45,2.57,10.73,0.47,0.47,0,0,98.74,0.31,707.0,8.0,1.3477088948787064,119.10377358490567
28375,187,49.3,12.3,70.59,17.11,35.83,64.17,78.07,13.9,5.35,0,0,0,2.67,17323.0,19550.0,7.49,19.9,93.81,6.19,0,0,0,0,0,94.0,1.99,29.52,70.48,103.0,91.26,8.74,82.98,17.02,0,2.14,97.86,6.12,52.38,31.29,3.4,6.8,1.6,0,0,0,0,100.0,0,17.0,0.0,0.0,90.9090909090909
28372,13371,28.5,23.82,63.61,12.57,49.72,50.28,9.91,13.11,71.77,0.89,0,2.26,2.06,15683.0,28318.0,29.8,22.32,85.85,6.9,0,0.49,2.45,1.72,2.59,4128.0,2.78,36.6,63.4,4559.0,90.55,9.45,65.36,34.64,89700.0,12.97,87.03,16.56,30.77,32.44,13.8,6.44,1.64,3.2,57.99,1.37,0,37.44,0,1635.0,12.0,0.8974646623289209,122.27956024231545
28360,15743,33.7,27.52,60.46,12.02,51.51,48.49,15.66,10.47,59.24,0.79,0.15,2.19,11.51,18055.0,40878.0,23.83,21.97,84.84,11.11,0.48,0,0.31,0.53,2.74,4984.0,3.14,43.88,56.12,5537.0,90.01,9.99,69.26,30.74,82400.0,5.87,94.13,24.45,32.58,27.99,11.15,3.83,5.17,0.98,12.16,0,0,86.86,0,1529.0,18.0,1.1433653052150161,97.12253064854221
28347,2012,30.6,22.47,71.87,5.67,69.28,30.72,22.17,48.41,3.33,0.1,0,2.24,23.76,12491.0,31367.0,38.73,30.77,88.58,1.38,3.74,0,4.53,0.39,1.38,440.0,3.03,36.81,63.19,554.0,79.42,20.58,65.91,34.09,70700.0,17.46,82.54,43.67,20.51,32.28,1.96,1.58,13.82,0,2.52,0,0,97.48,0,189.0,0.0,0.0,93.93638170974155
28328,27016,39.6,25.11,56.71,18.19,48.83,51.17,44.38,27.59,2.72,0.86,0,1.57,22.83,22618.0,38494.0,24.73,25.11,84.17,9.99,0.5,0.06,1.55,0.05,3.29,9987.0,2.61,45.58,54.42,11493.0,86.9,13.1,65.12,34.88,108100.0,11.46,88.54,23.43,31.5,30.16,8.88,6.03,11.49,1.45,3.7,0.19,0,94.65,0,2866.0,43.0,1.5916493929523245,106.08528279538051
28174,9927,28.6,22.53,62.24,15.22,45.99,54.01,53.5,26.66,0,1.84,0,3.17,14.45,20724.0,53521.0,18.09,26.91,76.14,9.94,0,0.14,7.91,0.37,5.66,2880.0,3.05,45.13,54.87,3141.0,91.69,8.31,71.56,28.44,149900.0,21.38,78.62,17.78,30.28,35.26,11.1,5.58,8.48,9.26,19.24,6.77,0,64.73,0,971.0,4.0,0.4029414727510829,97.81404251032536
28160,3902,44.7,11.89,70.07,18.04,51.1,48.9,64.53,30.11,0,0,0.18,2.82,2.2,18051.0,30943.0,12.25,19.61,82.6,9.42,0,0.48,0,0.15,4.47,1614.0,2.26,42.18,57.82,1901.0,84.9,15.1,53.28,46.72,80000.0,16.09,83.91,17.31,31.84,31.0,14.98,4.87,1.9,33.78,0,0,0,66.22,0,479.0,9.0,2.306509482316761,122.75756022552538
28159,2838,36.8,21.18,62.3,16.53,52.5,47.5,55.81,34.92,0,2.61,0,2.4,4.26,24462.0,53495.0,22.2,21.38,80.94,3.24,2.6,0,1.87,4.54,6.81,1088.0,2.54,38.92,61.08,1296.0,83.95,16.05,56.71,43.29,105100.0,8.85,91.15,24.23,28.16,27.56,14.61,5.44,3.56,0,88.12,0,0,11.88,0,342.0,14.0,4.933051444679352,120.50739957716702
28147,23162,40.4,24.0,60.52,15.48,51.88,48.12,62.95,16.56,0.25,1.57,0.05,1.52,16.97,25606.0,52268.0,16.29,24.15,82.45,12.09,0.25,0.17,1.78,0.14,2.57,8426.0,2.62,51.1,48.9,9541.0,88.31,11.69,68.06,31.94,160300.0,14.91,85.09,14.55,33.38,34.16,12.15,5.77,8.74,5.39,7.26,1.33,0,85.03,0.99,2828.0,72.0,3.1085398497539076,122.09653743200069
28127,7227,49.7,15.79,62.71,21.5,55.4,44.6,79.63,12.47,0.84,3.02,0,1.7,2.34,35565.0,62330.0,9.66,28.37,88.54,3.54,0,0,2.74,1.42,3.76,2654.0,2.41,57.76,42.24,5097.0,52.07,47.93,84.1,15.9,169200.0,10.89,89.11,13.25,28.31,38.39,13.57,6.48,3.13,23.45,50.0,0,0,23.01,3.54,930.0,7.0,0.9685900096859,128.684101286841
28101,1170,42.0,20.26,61.88,17.86,43.42,56.58,99.57,0,0.43,0,0,0,0,42021.0,63750.0,2.31,29.23,86.48,7.16,0,0,0.6,0.4,5.37,547.0,2.14,58.5,41.5,573.0,95.46,4.54,82.63,17.37,277000.0,7.05,92.95,8.34,23.0,17.25,28.97,22.44,3.59,100.0,0,0,0,0,0,62.0,1.0,0.8547008547008547,52.99145299145299
28088,2659,38.0,30.73,49.45,19.82,32.46,67.54,52.28,26.4,0.41,12.41,0,0,8.5,21240.0,56635.0,10.23,32.57,88.53,6.15,0,0,0,0,5.32,839.0,3.17,41.78,58.22,997.0,84.15,15.85,77.0,23.0,157800.0,27.98,72.02,7.62,30.59,44.0,14.55,3.24,8.35,13.06,60.81,0,0,26.13,0,311.0,1.0,0.376081233546446,116.96126363294472
28086,26490,43.2,20.32,62.17,17.5,48.1,51.9,78.69,15.6,0.25,0.71,0,0.92,3.77,23242.0,50106.0,18.19,25.2,82.4,10.02,0.26,0,2.32,0.06,3.73,9754.0,2.7,46.79,53.21,11040.0,88.35,11.65,71.96,28.04,134500.0,11.65,88.35,15.74,35.86,32.97,9.69,5.74,2.22,3.41,21.98,0,0,60.99,13.63,2707.0,52.0,1.9630049075122689,102.18950547376367
28039,89,23.9,23.6,57.3,19.1,46.07,53.93,0,34.83,0,0,0,0,0,9861.0,23854.0,65.17,0,41.46,58.54,0,0,0,65.17,0,29.0,3.07,0,100.0,36.0,80.56,19.44,58.62,41.38,86900.0,0,100.0,13.95,39.53,46.51,0,0,0,0,0,0,0,0,0,43.0,3.0,33.70786516853933,483.14606741573033
28034,18118,41.0,22.25,62.94,14.81,47.71,52.29,74.03,14.32,0.44,0.83,0,2.05,8.32,24894.0,53514.0,13.26,29.42,88.83,6.1,0.06,0,1.53,1.32,2.17,6703.0,2.66,55.32,44.68,7216.0,92.89,7.11,73.94,26.06,151600.0,13.03,86.97,16.81,33.44,35.33,10.09,4.33,4.55,2.18,16.75,0.12,1.46,73.79,5.7,2027.0,27.0,1.4902307097913678,111.87769069433712
27885,1164,51.8,10.22,48.97,40.81,47.68,52.32,63.83,24.31,0,0,0,3.61,8.25,21652.0,48029.0,16.31,18.72,97.66,2.34,0,0,0,0,0,572.0,1.95,61.8,38.2,760.0,75.26,24.74,69.41,30.59,86100.0,11.81,88.19,20.82,36.02,36.62,6.54,0,4.38,0,0,0,0,100.0,0,284.0,3.0,2.577319587628866,243.98625429553263
27880,3954,42.4,18.16,58.35,23.5,49.97,50.03,66.94,10.9,0.28,1.44,0,3.01,17.43,33366.0,71899.0,6.88,30.84,90.07,4.68,0.58,0,0.32,0,4.36,1613.0,2.42,68.09,31.91,1695.0,95.16,4.84,82.02,17.98,140700.0,7.08,92.92,11.34,34.24,41.51,8.15,4.75,8.04,0,17.92,0,0,82.08,0,331.0,0.0,0.0,83.71269600404653
27869,1550,61.8,11.42,48.71,39.87,45.23,54.77,26.52,71.23,0,0.52,0,0,1.74,22177.0,32883.0,18.5,34.61,78.11,16.98,0,0,0,2.26,2.64,786.0,1.8,46.23,53.77,1120.0,70.18,29.82,81.81,18.19,66700.0,15.48,84.52,18.9,46.81,25.58,7.31,1.4,0.52,0,100.0,0,0,0,0,249.0,12.0,7.741935483870968,160.6451612903226
27843,1018,51.3,12.87,69.94,17.19,56.88,43.12,33.99,58.55,2.95,0,0,0,4.52,16598.0,40341.0,29.57,25.51,96.86,3.14,0,0,0,0,0,393.0,2.59,45.6,54.4,500.0,78.6,21.4,73.03,26.97,81300.0,10.29,89.71,23.3,39.58,25.29,10.19,1.64,1.67,0,0,0,0,100.0,0,101.0,1.0,0.9823182711198427,99.21414538310412
27827,182,56.4,10.44,82.97,6.59,54.95,45.05,64.29,35.71,0,0,0,0,0,29806.0,78299.0,3.85,39.86,88.89,5.56,5.56,0,0,0,0,83.0,2.19,80.59,19.41,88.0,94.32,5.68,100.0,0,38400.0,1.1,98.9,3.14,84.91,10.69,0,1.26,0,0,0,0,0,0,0,19.0,0.0,0.0,104.3956043956044
27553,2774,43.6,20.91,62.47,16.62,52.92,47.08,26.78,71.2,0.43,0,0,0.58,1.01,15003.0,29681.0,20.75,27.86,78.21,20.33,0,0,0,1.46,0,858.0,2.46,38.82,61.18,1192.0,71.98,28.02,73.54,26.46,83600.0,20.34,79.66,24.04,35.76,31.5,6.93,1.77,0.87,0,0,0,0,100.0,0,433.0,0.0,0.0,156.09228550829127
27509,6160,43.1,14.64,65.78,19.58,60.6,39.4,43.04,44.64,0.62,0.13,0,2.03,9.32,18205.0,59536.0,16.41,22.97,76.6,12.48,0.66,0,1.33,0.23,8.93,1559.0,2.72,41.2,58.8,1662.0,93.8,6.2,57.34,42.66,155800.0,19.11,80.89,26.78,31.02,27.59,10.99,3.62,4.38,1.85,2.22,0,0,95.93,0,1422.0,35.0,5.681818181818182,230.84415584415586
27229,3310,32.7,23.69,62.6,13.72,47.73,52.27,63.44,15.2,0,0,0,1.0,20.36,16058.0,40875.0,23.72,21.1,91.58,6.3,0,0,1.03,0,1.1,1155.0,2.84,48.06,51.94,1453.0,79.49,20.51,69.35,30.65,89800.0,2.79,97.21,22.39,40.89,27.96,7.14,1.62,10.94,0,0,0,0,100.0,0,458.0,12.0,3.6253776435045317,138.36858006042297
27217,38587,36.6,25.57,59.27,15.15,48.11,51.89,42.83,31.3,0.12,0.96,0.04,2.07,21.71,21662.0,45233.0,19.6,25.42,86.98,10.27,0.02,0,0.42,0.97,1.99,14094.0,2.69,43.26,56.74,16261.0,86.67,13.33,64.23,35.77,116900.0,10.64,89.36,18.17,33.71,35.68,8.88,3.56,11.92,1.44,6.2,0.26,0.07,91.58,0.46,4182.0,72.0,1.8659133905201233,108.3784694327105
27212,1923,40.7,12.79,79.04,8.16,66.61,33.39,45.61,50.23,0.36,0,0.42,1.04,2.34,18625.0,56293.0,15.5,22.15,72.45,9.98,0,0,3.69,10.63,3.25,498.0,2.31,37.44,62.56,562.0,88.61,11.39,73.49,26.51,148500.0,2.44,97.56,15.81,37.4,27.62,10.92,8.25,0,0,0,0,0,0,0,319.0,1.0,0.5200208008320333,165.88663546541864
27209,4514,35.4,33.47,50.0,16.53,48.14,51.86,38.75,13.87,0,0.2,0,3.59,43.6,20924.0,40927.0,24.75,22.83,81.59,15.57,0,0,2.27,0.57,0,1571.0,2.8,50.29,49.71,1858.0,84.55,15.45,66.2,33.8,111700.0,2.02,97.98,30.55,24.27,24.91,13.43,6.83,19.52,0,1.02,0,0,98.98,0,636.0,31.0,6.867523260965884,140.89499335400973
28761,6742,49.6,15.29,62.68,22.03,48.77,51.23,92.01,2.57,0.25,0,0,1.26,3.92,29031.0,41156.0,13.7,24.43,84.68,7.6,0,0,1.69,0,6.03,2913.0,2.24,61.38,38.62,3500.0,83.23,16.77,79.61,20.39,144400.0,10.06,89.94,12.3,29.58,37.05,12.4,8.66,2.11,7.04,0,0,0,75.35,17.61,804.0,14.0,2.0765351527736575,119.25244734500149
